English Content,Character Count,Translation,Character Count,English Content,Character Count,Translation,Character Count,English Content,Character Count,Translation,Character Count,Chr,English Content,Chr Count for SMS,Translation,Character Count,Chr Count for USSD Screens,,,
,,,,Work,4,shaqada,7,Own Business ,13,lahaanshaha ganacasi,20,13,"Register your business at the CIPC. Find out if it needs a licence, obtainable at a municipality for a small fee. You need copies of your permit and maybe extra documents like Health & Safety (H&S) inspection certificates. Don’t bribe the official! When your business meets the requirements, you'll get a licence and may start trading. A H&S officer may inspect your business site. You need to follow H&S rules at all times. Check the licence expiry date and renew it on time.",476, Ganacsigaaga waxda ganacsiyada hel ogolaansh. Waxa laga heli kara hoose bixi iyar oo ah koobiga dagansha haga iyo wax yalo.Sida arimo cafimaad.Amaan kormeer ha samayn laluush gaar ahaan marka loga baahda wax wad heli fasax in aad la socoto shuruucda markasta hubi wakhtiga dgicitaankaga ogolaanshaga.,301,512,,,
,,,,Work,4,shaqada,7,Province Laws,13,xeerka gobolka,14,13,"Check the law of the SA province you want to trade in. KZN/Limpopo/Mpumalanga/North West: you need a licence with Health & Safety approval. Limp: licences are valid for 1yr. Renew 1 month before expiry or risk fine/imprisonment. KZN: you can't alter the building you trade in without permission. Mpum: Hawkers/peddlars/street vendors don’t need a licence, but need proof that their stall area is assigned to them. Gauteng: Contact LHR for a copy of the law. See ‘Useful Services’.",480,hubso sharciga gobalka aad joogto ama aad rabto in aad ka ganacsato sida darban ama linboobo/buumalanga/waqooy/w/galbeed waxaad u baahan tahay aqoonsi caafimaad xaqiijinta arimaha amaanka sharcigana cusboonaysiin inta uuna dhicin hal bili ka hor hadii klae waxaa suurta gal ah ganaax ama xabsi in aad la kulanto  darban ma awoodid in aad badasho guriga ganacsiga fasax la aan gacansiga guriga hortiisa ama wadada uma baahnid liisan lkn  waxaad u baahan tahay in aad cadayso in ay tahay goob adeeg gaar ahaan markaad  gobalkan khawteen waxaad la xidhiidhi kartaa hayada u dooda sharciyaqaanada xuquuqda adamaha  adiga oo wata koobiga sharcigaaga iyo waxaayalaha muhiimka ah ,673,516,,,
,,,,Work,4,shaqada,7,City By-Laws,12,xeerka magaalo,14,12,"The laws of a municipality are called by-laws. By-laws control the way businesses and services work in that area. Know the by-laws of the municipality you want to trade in. Tip: It’s important to obey all the by-laws. If you don’t follow the by-laws, you may lose your goods or go to jail. For the relevant by-laws see: www.capetwon.gov.za; www.tshwane.gov.za, www.durban.gov.za, www.nelsonmandelabay.gov.za or www.joburg.org.za",428,sharciga dawlada hoose waxaa lagu yeedhi karaa sharci xadidaada sida ganacsiga  iyo adeega kale sida shaqada goobaha ay adeega ka bixiso waxaa lagu xish meeyaa sharciga dawlada hoose hadad rabto in aad ganacsato TALO muhiim ah si aad u adeecdo dhaman sharcigayada lagaaga baahan yahay hadadn la socon sharciga waxaad lumisay hantidada ama waxaad kasbatay xabsi  waxaalaha  kugu haboon dhinaca sharciga waxaad la xidhiidhaa www.capetown.gov.za   www.tshawane.gov.za  www.durban.gov.za www.nelsonmandelabay.gov.za  www.joburg.gov.za,530,464,,,
,,,,Work,4,shaqada,7,Security/Teacher,16,amaanka iyo macalinka,21,16,"SECURITY/CAR GUARD: You must register at PSIRA. Only SA nationals, permanent residents and refugees with immunity can work as guards. TEACHER: If you are a public school teacher you need to check your international teaching qualification with the SA Qualifications Authority (SAQA). The SAQA evaluation doesn’t guarantee you a job. Also register with SA Council for Educators (SACE). Go to www.sace.org.za for more info.",420,amaanka ama ilaalada  waa in aad la xidhiidho shirkada gaarka loo leeyahay ee amanka waxaa aad kula shaqayn kara kuwa haysta dhalashada konfur africa ama daganaasho rasmi ah sidoo kale qaxootiga awooda u leh in ay buuxiyaan shuruudaha waxay ku shaqayn karaan sida macalinka hadii aad tahay mid ku shaqayna ya macalinimo dad waynha ah waa in aad hubiso tayadada macalinimo waxada qaabilsa(kaht)saqa) hayadaas ma xaqiijin karto in aad heli shaqo waxaa kale ood iska dawaan galin kartaa (waxada u qabil san k afrika waxbarashada)waxanad boqan karta www.sace.org.za in badan o wara,577,456,,,
,,,,Work,4,shaqada,7,Nurse,5,kalkalisada cafimadka,21,5,Refugees with foreign nursing qualifications must register with the South African Nursing Council (SANC). Visit www.sanc.co.za for a list of all documents you'll need to submit.,177,qaxootiga awooda u leh in ay noqdaan kalkaaliso caafimaad waxay iska dawaan galin karaan(sanc)waxda dawaan galinta kalkaalisooyinka k afika)waxaad ku gudbin kartaa shahaadooyikaga www.sanc.co.za waxaanda u bahan thy in aad gudbisao liiska dhan,243,213,,,
,,,,Work,4,shaqada,7,Doctor,6,dhakhtarka,10,6,"Medical doctors with refugee status can apply to register as doctors in SA. The Department of Health (DOH) employs foreign doctors with the right qualifications & experience in govt. hospitals. Register with the Foreign Workforce Management Programme on 012-312-0467 – you need a job offer from a govt. hospital or health dept. Apply for a formal endorsement from FWMP. With a job offer & endorsement, apply to register with the Health Professions Council of SA on 012-338-9350.",478,Daxatirto heystaan sharciga caxotiga SA. Waxaa cafimaadka u ah in ey letyihin wayo-aragnimo. Diwaan isbitalada iyo barnamijada 012-312-0467 hadii ad do neyso shaqa iyo xaruunta cafimadka. Xayeysin u furo FWMP o shaqo iro xayaysin. Isko so roof xaruunta cafimadka SA 012-338-9350.,279,514,,,
,,,,Work,4,shaqada,7,Discrimination,14,midab takoorka,14,14,"There are laws in SA that protect you from discrimination or unfair treatment when you are at work. Your employer can’t discriminate against you because you’re an immigrant. The law protects you from unfair treatment. The law also protects your minimum working hours, leave, salary and the way you are dismissed.",312, Wadanka SA waxaad xaq u leedahy in aad hesho difaaca midab ama hanjabaad. Marka aad  joogto  shaqo  cida aad la shaqaynyaso kuma  takoori karaan sababtoo ah tahay sharciguna. Sharciguna difaacayaa shaqo mushahar kaaga iyo sababta aad ku wayday.,245,348,,,
,,,,Work,4,shaqada,7,UIF/CF claims,13,helitaanka xuquuqda canshuuraha naftaada ,41,13,"You can claim from the UIF if you end up unemployed because you’re sick or have a baby. You need a 13-digit ID number to claim. If you are hurt or become infected with a disease at work and you end up being disabled, the Compensation Fund will pay out money. If you die because of your injuries, your dependants will get money. The Compensation Fund will help to pay the medical bills.",385,waxaad sheegan kartaa waxii khuseeya dhawac goobta shaqada ama in ay ilmaha wax kaa soo gaadheen ama aad shaqo laan  ad tahay ama xanuun ku hayo shaqada dhexdeeda ama ama aad laxaad beeshay waxaa bixinaya waaxda magdhawga  xataa haddii aad dhimato ama aad hdaawacabto waxayna kaa cawinayaan dawada iwm,301,421,,,
,,,,,,,,Back,4,kanoqo ,7,4,,,,,,,,
,,,,,,,,,,,,144,,,,,,,,
,,,,Health,6,cafimaadka,10,Your rights,11,xuquuqdada,10,11,You have the right to basic health and reproductive health care services in SA. You cannot be refused emergency medical treatment. Hospital workers don’t always know the rights of refugees and asylum seekers with valid permits. You can contact Lawyers for Human Rights if you have a problem accessing public health services.,324,Waxaad xaq u leedahay in aad hesho caafimaad  ama daryeel SA. Mana diidi kartid degdega ah  ama dawada odow xuquuqda aad leedahay. Maganalyo  kaas oo haysta sharci shaqaynaya  waci kartaa sharciyaqaanada u dooda xuquuda hadii aad dhibaato adeega caafimaadka.,258,360,,,
,,,,Health,6,cafimaadka,10,Health costs,12,qiimaha cafimadkaagu ku kacayo,30,12,"Refugees and asylum seekers pay the same fees as SA nationals. Your fee is determined by a means test, which determines how much your fee will be subsidised. If you don't have the right documents, you'll pay the highest fee. Take the following with you: ID; permit; appointment card; payslip/proof of salary; proof of address. Tip: Sick? Go to a clinic close to home first – if they can't help, they'll give you a letter for a hospital. In an emergency, go straight to hospital.",478,"Qaxootiga ama soo galootiga  waxay bixiyaan waxoogee guno ah  oo laga qaado. Ogaw waxa lagaaga. Waxaad  gunada ugu qaalisan waxaa lagaag baahan  .Aqoonsigaga meedha aad dagan tahay talo kolka goobta caafimaad ee kugu dhaw(clinic) hadii ayna ku caawin karin,  waxay kuu qorayaan ama hadii aad tahay  arin degdega toos.",317,514,,,
,,,,Health,6,cafimaadka,10,Clinic/Hospital,15,dhakhtarka iyo kiliinigyada,27,15,"Clinics provide treatment/medicine, mostly free. Make an appointment at your nearest clinic, unless it’s an emergency. Take your valid Section 22/24 permit. If you’re still waiting for yours, ask an NGO for a letter (see ‘Useful Services’). To go to hospital, you need a letter from the clinic unless it’s an emergency. Can’t pay the public hospital fees? Get an affidavit from the police to explain, or contact an NGO. DON’T go to a private Dr/hospital if you can’t pay the fees.",480, Caafimaadka waxay kaa caawinaysaa  dhinaca  waa bilaash. Ka qabso cafimaad ee kuugu dhaw  sharcigaga oo shaqaynaya(your valid saction 22 ) fiirso adeega muhiimka kuu ah si aad waxaad u baahan tahay. Caafimaad ee kugu dhaw wax guno  ah na ma bixinaysid hel cadayn  boolis si ay u  goobta gaarka loo leeyahay.,308,516,,,
,,,,Health,6,cafimaadka,10,Trauma Help,11,jah wareeerka,13,11,Suffering traumatic events (abuse/violence/natural disaster) can lead to Post-Traumatic Stress Disorder (PTSD). Signs of PTSD: struggling to sleep/concentrate; nightmares; flashbacks; anxiety; helplessness; fear. Share your story if you have PTSD. In counselling you’ll talk about your experience/feelings. Visit the Trauma Clinic in Joburg or Trauma Centre for Survivors of Violence & Torture in Cape Town. There are other trauma clinics in SA. See ‘Contact List’ for more info.,479,"Dhibka iyo jahwareerka, Xadgubka/xanuunka.Dabeeciga ah waxay kuu hor seedi kartaa fikir iyo qas aan cadi ahayn waxaas ka sii daa  waxaanad u in aadan helin caawin kugu filan la wadagi hayada ay khusayso arim,aha  waxaana jira goobo cafimaad oo ka shaqeeya arintaas sida joobeeg  ama kebtown si toosa.",300,515,,,
,,,,Health,6,cafimaadka,10,HIV/Aids,8,cudurka dilaaga ah ee aydhiska,30,8,"HIV can go unnoticed for up to 10yrs. Know your status and get treatment sooner to help you lead a normal life. HIV weakens your body’s power to fight infections such as pneumonia. There is no cure. You can get HIV by having unprotected sex or using unsterilised needles/syringes. If you’re HIV+ and pregnant, your baby can get HIV in the womb, after birth or by breastfeeding. Tip: You can’t get HIV through casual contact, like working together, kissing, or sharing space.",474,"xanuunka dilaaga ah e aydhiska hel toban sano/10sano oo dawo ah walib si deg daga ayaa laguu caawin waxayna kuu hor seedi xalad caadi ah tabar yareda aydhiska ayay wax badan ka taraysa iyo la dagaalanka xanuunka infakshinka sida dhiig la aanta hadii aydhis jiro waa xanuun halis ah waxaanad iska ilaalisaa galmo aan lahayn difaac wax la istimalay sida xiirintaanka ama alabta afka leh hadii aydhis ku hayo hadana aad uur leedahay waxaa suurta gal ah in ilmahaagu yesho mrkuu ka soo dago makankkadib dhalshada ama quudinta naaska  hdaba ,, talo,, wax dhiba malah hadii ad dhunka to ama aad wax la wadaagto",604,510,,,
,,,,Health,6,cafimaadka,10,HIV Testing,11,baadhitaanka aydhiska,21,11,"To know your HIV status you need to get a blood test, available at most public health centres. The test is free. You’ll receive counselling before and after your test. Sometimes two tests are done. You’ll know your status after 20 minutes. Your blood sample might have to go to a laboratory, these results take a few days. HIV tests are very accurate. Many organisations in SA offer HIV tests, counselling and treatment. Go to www.tac.org.za or the contact list for more info.

",478,Ogow xanunka aydhiska waxaad u baahan tahay in la baadho. Diyaar ku yihiin kooxa baadhidu waa bilaash. Mararka waxay qadataa 20 waxuu toos ugu dhacayaa rugta waxay qaadato.Waxaana kawada shaqeeya hayada badan SA habka caafimada xanuunka ama dawaynta waxaad la xidhiidhaa  www.tac.org.za kala xidhiidh.,301,514,,,
,,,,Health,6,cafimaadka,10,PMTCT,5,arimaha khuseeya ka difacida hoyada uurka leh aydhiska,54,5,Pregnant women with HIV should ask for Nevirapine at public health centres. It can prevent HIV infection during childbirth. Nevirapine is an antiretroviral drug (ARV). Go to the contact list or www.tac.org.za for info on centres with ARV treatments.,249,qofta uurka leh hadan aydhiska qabta waxay ka codsan kartaa goobta caafimaadka kiniinka la dhahonerafobin(nervirpine) waxuu ka difaacaya xanuunka dilaga ah iyo infakshinka la xidhiidh www.tac.org.za waaxada dawaynta ,216,285,,,
,,,,Health,6,cafimaadka,10,ARV Treatment,13,qofka la nool xanuunka dilaga ah iyo qabka u dawada u qaato,59,13,Antiretroviral (ARV) treatment begins during a serious HIV-related illness or when your CD4 count drops below 350. Most people start ARV 8-10 years after infection. It isn’t the same for all. See a doctor and get the best treatment for you! Remember: It doesn’t matter what your permit/document status is – you are entitled to free ARV treatment.,346,Waxada la dagaalanka xanuunka dilaaga bilaaban  markii uu khadar gadho. Marka ama uu hoos maro 350 c   inta bada waxay bilaaba taa ama ay gaadhaa 8 ilaa 10 sano inta badan isku mid ma noqdo. Dhakhtarka hel dawo  lamana xidhiidho waxa sharcigagu yahay la xidhiidha cida aad tahay e waa in aad hesho daaawayn bilaasha.,316,382,,,
,,,,Health,6,cafimaadka,10,Sexual Abuse,12,xadgudubka galmada,18,12,"If you wish to report a rape, go straight to the police. Don’t shower, drink liquids or use the toilet – this helps with evidence. You CAN change clothes, but take along the clothes you were wearing. You don’t need to report it to get medical treatment. If HIV negative before the assault, you have a right to a 28-day course of antiretrovirals to prevent HIV, but must take it within 72hrs. Help/info: LoveLife 0800 121 900; AIDS Helpline 0800 01 23 22; AIDS Hotline 0800 11 0605",480,"Hadii lagugu kufsaday toos u aad booliska. Ha qabaysan ama ha galin musqul. Waxay kaa cadaynta dharka waad badalan kartaa  in aad war galiso. Hadii hore waxay noqonaysa in ad  qadato. Waxaad xaq u leedahay 28 difaacda xanuunka dilaaga ah lkn waa in ay qadato 72. Jacelka 0800121900, cawis   0800012322  AID 0800110605.",318,516,,,
,,,,,,,,Back,4,kanoqo,6,4,,,,,,,,
,,,,,,,,,,,,143,,,,,,,,
,,,,Education,9,waxbarashada,12,Your rights,11,xuquudaada,10,11,Everyone has the right to basic education in SA. You must have a valid study permit to study in SA. In SA on another valid permit? Check first if your permit allows you to study in SA. Some conditions might apply.,213,qof kastaa waxuu xaq u leeyahay waxbarasho k afrika waa in aad haysato sharci shaaynaya ama ogalaansho wax barasho hubina inta uuna kaa dhicin sharcigaga ayaa kuu suurta galin kara wax barasho waxaana surta gal in wax ka baxsan laga bahdo,238,249,,,
,,,,Education,9,waxbarashada,12,School,6,isgoolka,8,6,"A creche is a preschool daycare centre for ages 1-6. Primary school: 7-13. Secondary school (academic or technical): 13-19. If you can't pay the fee, ask to work in exchange for a cheaper fee. Your child must have a visa and passport to be in SA. Children in SA must go to school – it’s the law. Tip: School age groups are flexible, so a child might be older than their classmates, but most government schools don't allow students to be 2yrs older than the grade’s age group.",475,Goob dar yeel ciyaalka malinta waa qab isgool inta u dhaxaysa 1-6 sano dugsiga hoose wxaa gali kara 7-13 dugsi dhexe 13-19.Hadii adan bixin karin waydii ku ka jaban ood bixin kartid waa  sharciyo SA.Talo mararka qaar waxaa dhacda in ilmu tago galaas uu  marka sawladu iyadu ma ogala in ka badan labo sano u kor dhafo.,317,511,,,
,,,,Education,9,waxbarashada,12,Application,11,codsigaaga,10,11,"Asylum & refugee kids have the same right to primary education as SA kids. Register for a primary school closest to your house. English not good? Take a friend with who can help. Schools get full quickly so apply early (from July). If the school closest to your house is full, the school must show you another school that can help. If you struggle to register, the school close to your house must refer you to the Dept. of Education (DOE). If the school refuses admission, ask for a letter on their letterhead signed by the principal and take it to the DOE. Still can’t find a school? Contact a social service provider for education or LHR. More info on the contact list.",671,sida magan galyada ama qaxootiga ciyaalku waxay xaq u leeyihiin wax barashada as aasiga k afrika diwaan gali isgoolka kuugu dhaw hadii adan ingillska adan ku fiicnayn  kaxayso sxb ku caawiya si dagdaga u codso isgoolku in uu buuxsamo ayaa laga yaaba  haduu kaa buuxsamo wan in aado waaxda wax barashada hadii laguu diido  isgoolka waan in ay warqad ku soo siiiyaan taas oo leh saxeexa madaxa xafiiska hadii kle la xidhiidh waxda adeega bulshada dhinaca wax barashada ama sharciyaqaanada u dooda xuquuda adama la xidhiidh ,521,707,,,
,,,,Education,9,waxbarashada,12,Tips,4,talooyinka,10,4,"The parent or legal guardian must register the child. Give your family’s contact details: physical address, postal address and telephone numbers. Provide the school with certified copies of the child and/or parent’s permit and the child’s inoculation certificate. If you don’t have an inoculation certificate you must get one within 3 months from the local municipal clinic.",374,waalidku waa in ay diwaan galiyaan ilmaha si saxa xidhiidhkaaga mesha aad tagan tahay boostadada telefoonkaga  shahaadiga isgooka kobiga sharcigaga/kiisa  warqada talaalka ama tisa cafimaadaka ilaa sedex bilood,210,410,,,
,,,,Education,9,waxbarashada,12,School fees,11,gunada isgoolka,15,11,"If you can’t pay school fees, ask the school to reduce them by completing an exemption form. You must show proof of income (payslip/affidavit/letter of support) & give info on your expenses & responsibilities. Apply for exemption at the start of each term. Keep all letters & appointments with the school. If you ignore notices the school can make you pay. Find a NGO in the contact list for help with the form. Uniforms & learning materials also cost money. If you can’t afford a uniform, your child can wear clothes that resemble it, but must still go to school. Second-hand uniforms are cheaper. Ask at the school. You shouldn’t pay a registration fee. Public schools can’t ask your child to leave if you can’t pay.",718,hadadan awoodin in aad bixiso gunada isgoolka waydiiso in ay k dhimaan gunada tus warqada aad lacagta ku qaadato/cadayn io qoraal aad ku cadanayso codsigaaga taageere ka war bixi masuuliyada ku saaran sida aad wax u mamusho codso in lagaa cafiyo bilowga qoraalka ilaali dhamaan qoraalada  balamaha isgoolka  hadad is dhaga mariso ogasiisyada ama haday ku diidan waxaad la xidhiidhaa hayadaha aan dawliga ahayn cadsi qoraal ah  sida dharka isgoolka o kle  hadii uuna ilmahagu haysan dharka isgoolka xataa wuu adi karaa  ama mid u eg ayu xidhan karaa  ta labaad waxaad waydiin kartaa isgoolka mesha jaban isgoolka dad wanaha kuma wadiin karaan lacag guna ah  isgoolka dadwaynaha ,677,754,,,
,,,,Education,9,waxbarashada,12,Special needs,13,wax yalaha aad si gara ugu bahantahay,37,13,Children with special learning needs can go to a special education school. Contact the Department of Education and ask about schools. Placing your child in a special education school is a long process. Get your child on a waiting list as soon as possible.,255,wax barashada gaaraha  aad meelaha sida gaarka ah wax loogu baro ciyaalka la xidhiidh waaxda wax barashada gaarka ah wadii messha  waana arin wakhti qaadan karta  hel liiska lagu qoro ciyaalka  sida ugu suurta galsan,216,291,,,
,,,,Education,9,waxbarashada,12,University,10,jamacada,8,10,"You can study at a university to further your education or change your education from your home country to a SA degree. A university degree can help you to get into the SA job market. As a refugee, tertiary education is not guaranteed. You can apply to study at a university or technikon. A technikon is a university of technology with more practical training. Contact the international student office at your chosen university or technikon. Ask for info about their standards.",477,"waad sii kordhisan karta aqoontaada, wadna badali kartaa culuumta aadbaranayso adoo iskubadalaya aqoontii dalkaga iyo aqoonta sare SA, shahaadada nooca sare ee SA waxay kaa caawinaysaa heltaanka shaqada, inkasta oo aqoonta qaxootiga aan damanad lasiinkarin hadana bari jaamacada farsamada lana xidhiidh qaybta farsamada iyo aqoonta dibada ee kuliyada aad baranayso. adoo waydiinaya heerkooda ",392,513,,,
,,,,Education,9,waxbarashada,12,Uni. Tips,9,tallooyin gara,14,9,"You must pay international registration & local tuition fees. Submit the completed SAQA form with SAQA-certified copies of your academic records. Process can take 3 months. Prove your English proficiency by taking a TOEFL, IELTS or PTEEP test. Scholarship funding & info available online or at the uni/tech’s info desk. UNHCR offers a Dafi Scholarship for refugees under 28yrs who’ve completed secondary education (not for postgrad). See ‘Useful Services’ for info & requirements.",480,Waa in aad bixiso diwaan galinta ah. Barashada caadiga ah waxaad u gubin kartaaa.  Waxada xaqiiji luuqada ingiriiska.  Shahaadigaaga waxbarsho iyo koobiyada aad haysto. Kadibna hubi deeqdada wax barasho waxaad la xidhiidhi kartaa  qaxootiga waxda waxbarshada waxyna hawshan haysay 28  sano taas oo ka koobnayday noocyo.,319,516,,,
,,,,Education,9,waxbarashada,12,Adult Ed.,9,wax barashada dadka waa wayn,28,9,Some NGOs and refugee communities offer adult education to refugees and asylum seekers. Most adult education programmes are free. Some training centres offer English language courses. Self-help programmes and skills training can be important for job seekers. Adult education programmes also encourage social integration in SA. See ‘Useful Services’ for more info.,363,Mararka qaar waxaa dhacda hayadaha aan dawliga ahayn iyo gudiyada. Wax barasho  dadka magan galyo doonka. Inta badan wax barashda dadka waawayn waa bilaash.   Waa iskaa wax u qabso sida luuqada ingiriiska  ama xirfado  u ah shaqada.  Dadka waawayn waxay kugu dhiiri  is dhexgalka waxyaalo mihiim.,296,399,,,
,,,,,,,,Back,4,kanoqo,6,4,,,,,,,,
,,,,,,,,,,,,129,,,,,,,,
,,,,Eat/Sleep/Bank,14,cuntada/seexadka/bangiyad,25,Your rights,11,xuquuqdaada,11,11,"You have the right to food, water and housing. Some organisations can help vulnerable asylum seekers and refugees with this. Remember: Help is limited and for a short time only. You will be expected to support yourself soon afterwards. Some churches and religious centres run soup kitchens or provide help to asylum seekers and refugees. See ‘Useful Services’  for more info on these churches and religious centres.",415,Waxaad xaq u ledahay cunto biyo guri. Hayada qaar way kaa caawin karaan  xusuusin u tahay qaxootiga iyo magangalyo.  Dadaashaa in aad adigu is caawiso  waxa kale.  Diimaha ka shaqeeya waxay mararka qaar waxay bixiyaan waxaa;laha loo istimalo jikada iyo musqusha waxayna u badan tahaysida kinisada,296,451,,,
,,,,Eat/Sleep/Bank,14,cuntada/seexadka/bangiyad,25,Accommodation,13,adeega baahida degdega ah,25,13,"Some NGOs might help you find short-term solutions, like a shelter or place for the homeless. See ‘Useful Services’ for info. Ask other refugees and asylum seekers for info on accommodation. Check local newspapers for ads. Estate agents can charge a fee. Rent is paid at the beginning of the month. You might have to pay a deposit (a month’s rent) before you can move in. If possible, sign a contract with your landlord. Ask him/her what they expect of you as a tenant.",469,hayadaha  qaar waxay kaa caawinayaan in aad hesho waxoogaa. Sida guri la aanta  waxaad aragtaa waxa muhiimka.  Waaxad kala socon kartaa  khuseeya daryeelka jaraa idada ama xarumaha. Wakiilka ka ah bilowga bil kasta waxa laga yaaba in lagu way diiyo lacagta inta adan ka bixin guriga ama adan tagin waxaana muhiim.,313,505,,,
,,,,Eat/Sleep/Bank,14,cuntada/seexadka/bangiyad,25,Evictions,9,guri ka saarid,14,9,The law also protects refugees and asylum seekers from unlawful evictions. The landlord must have a court order before he can evict you. Remember: only a court can force you to leave. The landlord cannot threaten you or use force to remove you from the property. Contact the Rental Housing Tribunal on 011-630-5035 or 0800-046-873 if there’s a dispute or if you feel you’ve been unfairly treated.,396,"Sharcigu waxuu difaacaya qaxootiga iyo  magangalyo. Sharci daro ah lagaga saaro guryaha  ninka guriga, an maxkamad inta uuna huriga ka saarin  in xoog uga saaro ama uu u hanjabo haday taas dhacdo  waxada u xilsaaran guryaha 011-630-5035 ama 0800-046-873 hadad  dareento hanjabaad.",280,432,,,
,,,,Eat/Sleep/Bank,14,cuntada/seexadka/bangiyad,25,Bank problems,13,dhib xaga bangiyada ah,22,13,"It may be difficult to open a bank account in SA. Banks don’t always know the rights of refugees and asylum seekers with valid permits. They may refuse to open bank accounts. Asylum seekers can use their temporary asylum seeker permit as identification. Refugees can use their refugee permit or refugee ID. FNB, Standard Bank and Nedbank accept asylum seekers and refugees. Ask other refugees which bank in your area is refugee-friendly.",437,Hadii ay kugu adagtahay in aad furati akownti bangi SA. Ogato xaq qaxootiga  iyo magan galyo doonka marka shaqaynayo hadii ay ku diidaa.Furo akownti  waxaad ogaato in ay istimaali karaan warqada sharciga ama aydhiga waliba bangiyada FNB IYO STARDARD baangi waydii meesha kugu dhaw eed ka furan karto,299,473,,,
,,,,Eat/Sleep/Bank,14,cuntada/seexadka/bangiyad,25,Bank account,12,akowntigaga iyo iwm,19,12,"You must be 16 years or older with a valid permit or refugee ID. You must hand in a proof of residence: a rental contract, telephone bill or utility bill in your name. You need to prove your income with a payslip or affidavit. You also need a small amount of money to put in your bank account. Even if you have the right documents, the bank may decide if they want to give you an account or not. You can also ask a legal counsellor to help you open a bank account.",464,waan in aad noqoto 16 sano iyo kasii wayn sharci shaqaynaya waan in ad haysto waa in ad gacanta ku wadato aqoonsiga qaxootinimo iyo cadayn meesha aad dagantahay kirada aad bixiso warqada ad wax ku qadato mama dakhligaga  akown furashdada waxaad u martaa wado sharciya waxay kaa cawin in aad furato durba,303,500,,,
,,,,Eat/Sleep/Bank,14,cuntada/seexadka/bangiyad,25,Other options,13,qaybo kale,10,13,Savings and credit co-operatives often open up bank accounts for refugees. They operate as credit unions. Credit unions are groups of people who save together and lend money to each other. They don’t operate as ordinary banks.,226,kayd sashada iyo amahaha waa kuwa lagala shaqeeyo qaxootiga  ama loo furo sida dadka jamaca ah kuwaas oo si wada jira wax ugu rita mel kuwaas maha ku caadiga ah,160,262,,,
,,,,,,,,Back,4,noqo,4,4,,,,,,,,
,,,,,,,,,,,,103,,,,,,,,
,,,,Social Grants,13,deeqda bulshada,15,About grants,12,wax khu seya adeega,19,12,Recognised refugees can get social assistance under certain circumstances. This doesn’t apply to asylum seekers.,112,aqoonsiga qaxootiga wa xay awoodaan caawin bulsho xaalado badan awgeed loogamana baahna warqada sharciga qaxootiga,114,148,,,
,,,,Social Grants,13,deeqda bulshada,15,Disability,10,laxaad  la aanta,16,10,This is a temporary or permanent monthly grant for recognised refugees who can’t work due to a mental or physical disability. Recognised refugees who are foster parents of a disabled child under 18 can apply for a care dependency grant.,236,tan ku meel gaadhka ah ama daganshaha ah waxay xaqiijinaysaa qaxootinimada kaas oon shaqayn karin marka loo fiiriyo xanun xaga maskaxda ah ama dhinaca jidhka ah sida laxaad la aan  sidoo kle ciyaalka ka yar 18 sano ayaa ka mida wayna codsan karaan,247,272,,,
,,,,Social Grants,13,deeqda bulshada,15,Foster care,11,ilaalinta waraqaha laysu diro,29,11,Recognised refugees who are suitable foster parents can apply to the Department of Social Development for a foster care grant. Remember: a court must confirm you are a suitable foster parent. The grants are usually given for a 2 year period.,241,aqoonsiga qaxootinimo ee soo caydhinta waalidka waxay iska diwaan galin karaan waaxda arimaha bulshada iyo hormarinta si ay u codsadaan  daryeel xusuunow waa in ay maxkamad xaqiijiso in lagugu khasbay waxayna laguu balan qaadi karaa ilaa 2 sano wakhti ku eg,257,277,,,
,,,,Social Grants,13,deeqda bulshada,15,Social relief,13,gar gaarka bulshada,19,13,Social relief is limited to SA citizens and recognised refugees. You would need to apply at the nearest SASSA office where you live. Each grant requires different documents to be submitted.,189,sadaqada bulshada ka timaada waa wax xadidan k afrika arimaha khuseeya waxay iinta waxaad u baahan tahay codsiga meesha kugu dhaw u aqoonsashada baahida sida saasa/sassa waxaanad iska diwaan galin kartaa mesha kugu dhaw adiga oo qadanaya dukumintiga aad haysato una gubi,270,225,,,
,,,,Social Grants,13,deeqda bulshada,15,Applying,8,codsiga ,8,8,Each grant needs a specific set of documents to support your application. Visit the South Africa Social Security Agency's website (www.sassa.gov.za) or call them on 0800-60-10-11. You must apply at the SASSA office closest to your home.,236,Xaqiijin kasta waxay u  bahantahy qeexid iyo cadaymo sharciyo ama cosiyo si laguu caawiyo. Waxaad booqata www.sassa.gov.za ama wac0800-60-10-11 waana in aad ka codsata saasa/sassa xafiiskeeda kugu dhaw.,202,272,,,
