lang,topic,question,answer
fr,LGBT & VAWC,Trafic des personnes,"Le traffique d' humain: recruter les gens et les enmener dans un autre pays avec des fausses promesses. Les victimes sont exploites et ne sont pas libres de quitter. On les donne des fausses promesses comme le travail, meilleure vie etc et sont forces de travailler dans des conditions inhumaines. Appelez l' IOM sur : 0800555999 ou contactez la police si vous connaissez un cas de pareil trafic."
so,xuquuqda guriga iyo galmada,amaanka arimaha khuseeya guriga dhexdiisa,"hab dhaqanka qaxootiga arimaha gal,mada hadii koox ad tihiin waxaad difaac ka heli kartaa xeer ilaalinta nadaamka galmada hana ka cabsan habdhaqanka galmada xilyada aadc wax codsanayso oo kale sida sharcga  wana in aad u sheegto si kalsooni ku jirto"
so,xuquuqda guriga iyo galmada,caawinta guriga dhexdiisa,la xidhiidh H SH U DOD XUQQUDA ADAMAHA iyo kuwa kale ee sharciyada booqo www.LHR.org ama 011-3391960 ama012-320-2943
so,xuquuqda guriga iyo galmada,ka cawinta xadgubka ,xad gudubku waa wax sharciga k afrika kan soo hor jeeda hel kuwo si bilaasha kuu cawiya sida ciyaalka iyo haweenka ama wac 0800-150-150 si laguu caawiyo talona laguu siiyo
so,xuquuqda guriga iyo galmada,arimaha khuseeya xuquda in laga cawiyo xadgubka,"haweenka iyo carurta waxay heli karam difaac iyu xuquuq noc kasta oo ka mida xadguduka  wana in lala xidhidho booliska difaacid waxayna kii surta galin ilalin fara badan waxaa suurta gal ah in lagugu sameyay xad gudub galmo ama mid jidh ah ama aad lumisay xoriyadada xadgubka dumarka, ciyaalka waa sharic dar k afrika"
so,xuquuqda guriga iyo galmada,war galinta xadgudubka,hadii adiga ama ilmahaaga u dhib qabo kaas.   Waalid ka boolisku waxay kuu furayaan kiis in danbi lagaa galay wana in aad booliska u sheegto. Waxa ku helay waxay ku furi kiis boolisku waxay leeyihiin hayado u xilsaaran  arimaha xadgububka galmada iyo difaaca ciyaalka. Booliska kugu dhaw waxanad he;aysa dawo iyo talo
so,xuquuqda guriga iyo galmada,difaacida,Hadaad ka cabsato qalaalse badan ama hanjabaad badan. Waxaad aadi kartaa maxkamada waxayna ku siin difaacid.Codsiya umana baahnid sharci yaqaaan xadgububkana.Hadad laga buriya guriga. Lacalhaday wax kugaran dawac ama wax lamiid aah. waxad gen maxakamaad.leeh cadeen.waxa ladira warqaad xariig.
so,xuquuqda guriga iyo galmada,armar diidada iyo be o boxska,Ku xad gudbuhu haduuna  ahayn mid u  dalabka waad xidhi kartaa.  Marka labaad waa in aad maxkamada walibana waa in uu kula socdo ku xad gudbuhu. Markaas waxaa maxakamadu in ay ku sii so difaac kama danbaysa  waa hadii uuna u hogaansamine dalabka maxkamada  isaga ama iyada markaas waa la xidha.
so,xuquuqda guriga iyo galmada,ganacsiga, Ganacsiga bili adamka waxuu dhacaa kaliya marka dad ay adan wadan. Sharciya ama wax aan sax ahayn uga faa  in ay ka waxayna ugu shaqaystaan. Ahwaxayna  wax kasta  lagu tilmaami karaa casriga ah waxaad la xidshiiidhi kartaa ururada caalamiga ah e socdaalka 0800-555-999 ama aad booliska  waxaaad ogaan cida ku shaqa leh
sw,LGBTI&VAWC, Usalama wa LGBTI ,Sheria ya Wakimbizi  hulinda na hutetea LGBTI kama  wanateswa kwa mwekeleo wa kijinsia. Usiogope kusema ujinsia wako ukiomba hadhi. RRO huchukulia madai yako siri.
sw,LGBTI&VAWC,Misaada kwa LGBTI,Wasiliana na Wanasheria wa Haki za Binadamu (LHR) au shirika lingine kisheria kama madai yako haijatibiwa na unyeti na heshima. www.lhr.org.za; 011-339-1960 au 012-320-2943.
sw,LGBTI&VAWC,Misaada kwa walionyanyaswa,"Unyanyasaji ni haramu SA. Pata shauri ya kisheria  bure atika mashirika machache anayosaidia wa   wanawake na watoto , au piga  simu  kwa 0800-150-150  upate msaada na ushauri nasaha."
sw,LGBTI&VAWC,Haki za walionyanyaswa,"Wamama na watoto wana haki ya kutonyanyaswa. Kila unyanyasaji ni lazima uripotiwe kwa polisi. Amri ya ulinzi huzuia vurugu zaidi. Vurugu hua vitisho mwili,ngono au matusi, kutishiwa na vurugu au  ukipoteza uhuru wako. Unyanyasaji wa wanawake na watoto ni haramu SA."
sw,LGBTI&VAWC,Reporti unyanyasaji,"Mtoto wako akinyayaswa, lazima uripoti kwa polisi. Polisi atafungua kesi. Lazima unadike kauli. Afisa atachunguza kesi. Vituo vingine vina vitengo  maalum. Nenda kituoni  karibu na we. Usipoenda, kesi yako itachukua muda.  Nenda uchuguzi wa afya na ushauri nasaha."
sw,LGBTI&VAWC,Ulinzi,"Kama unaogopa vitendo au kitishiwa, unaweza kuenda mahakama. Huhitaji wakili. Amri ya Ulinzi inaweza kukataza kunyanyasa, kumkalisha mbali na wewe na kumfukuza nyumbani . Hati kama ripoti ya  afya na picha majeruhi  vipeleke makahamani .Ni ushahidi wa kutosha. Utapata amri ya ulinzi na kibali cha kukamatwa."
sw,LGBTI&VAWC,Uasi wa utaratibu wa umma,"Kama mnyanyasaji akidharau amri ya mahakama, unaweza kumfungisha. Utarudi mahakamani naye atakuwepo.  Mahakana itasikiriza kesi. Mahakama yaweza kupa amri ya ulinzi ya mwisho. Mnyanyasaji akileta matusi tena unaweza kufungwa."
sw,LGBTI&VAWC,Biashara ya Binadamu ,Biashara ya binadamu ni kuajiri watu na kuwapelaka  kinyama. Wanateswa vibaya na habawezi toka. Wathirika wanasafirishwa kwa ahadi za uongo kama kazi nzuri au maisha bora na walazimishwa kufanya kazi za haramu katika  hali ya kinyama. Biashara ya binadamu ni aina ya  kisasa ya utumwa. Pigia  Shirika la Kimataifa la Uhamiaji (IOM)  kwenye  0800-555-999 au nenda kituo cha  polisi kama unamfahamu mtu aliesafirishwa.
fr,Renovellement de permis,Amendes,"Une amende vous sera chargee si vous ne renouvelez pas votre permis avant son expiration. Le payment de l'emende signifie que vous etes coupables du non - renouvellement pontuel et conduit a un cas  criminel sur vous. Contactez un avocat si vous avez une raison valable pour ne pas renouveller votre permis. Un officier de la RRO vous donne l' amende, pas plus de R1000 et vous indique ou la payer. Renouvellez au RRO ou vous avez faits votre demande. Conseil: Les permis ne sont pas renouveles automatiquement."
fr,Renovellement de permis,Perte de permis,"Permis perdu? Faites une declaration / un affidavit a la police. Presentez l' affidavit avec la copie de votre permis, si possible a RRO. Conseil: Remplacer les permis perdus c'est difficil. Faites des copies certifiees de vos permis et remettez- les a votre famille ou gardez- les bien.Retenez votre numero de permis et votre numero du dossier du dossier."
fr,Renovellement de permis,Residence,Les refugies reconnues peuvent faire la demande pour la residence permanente.vous devez avoir le statut de refugie pour au moins 5 ans. Consultez l' Acte de 2002 d' immigration pour en savoir plus des conditions pour la demande de la residence permanente. C' est important d' avoir un certificat de la SCRA qui dit que vous serez a jamais un refugie. 
fr,Renovellement de permis,Demande,"Le titulaire d' un permis S24 de plus de 5 ans, peut avoir la residence permanente. Completez le formulaire de SCRA pour confirmer que vous etes a jamais un refugie. Vous pouvez contacter un avocat, ou LHR pour l'assistance. Ceci peut prendre environ un an. Presentez le certificat de SCRA et les autres documents necessaires au DHA (pas RRO). Conseil: Les refugies ne doivent pas payer pour ce service. "
so,cusboonaysiinta dagananshaha,ganaaxa,"Waa lagu ganaaxi hadan cuboonaysiin sharigaga. Lacagtuna waa in aad tahay danbiile. Aan waxayna horseedi kartaa in lagu qoro dabiille hadii ad haystao sabab  taas   oon in aad sharcigaga  wac sharci, yaqanada in kaa caawiyaan qaabilada. Waxy ku waydiin ganax R1000 TALO dagansha maha mid markaasba la cusboonaysiisyo."
so,cusboonaysiinta daganashaha,lumitaanka deganaanshaha,hadii sharcigu kaa lumo soo qoro cadayn ka socota booliska gubi qoraalka iyo koobigaag  hada hayso xafiiska qaabilada qaxootiga talo luminta sharcigaag way adag tahay samee koobiyo badan u kala dhiibo qoyskaga iyo sxbdaa wali kiis lanbarkaga
so,cusboonaysiinta daganashaha,degaanka,marka laguu aqoonsado qaxooti kdi ad jogto 5sano waxad xarayn karta daganaasho rasmi ah qaynuunka sharciyad la dhigay 2002 ayaad wax badan ka helaysa  codsiga daganaansho rasmi waa waxamuhim u ah helida ogolaansha gudiga sharciyada joogtda taas oo odhanysa waad sii ahaan kartaa
so,cusboonaysiinta daganashaha,codsiyada," 5sano waxaad siiwadi kartaa dagansho, si aad u dhamaystirto xaqiiji. In aad gadhay codsato sharci  la kashataa hayada sharciyaqaanada .. kuu  ad hesho  guboi waxad sharciyada, aqoonsigaag waxayna ku  dukumiintiga ad ka haysato hana bixin waxba si aad u hesho dagansho rasmiya."
sw,Kugongesha Kibali Upya,Faini,"Utafainiwa kama hujafanya kibali yako upya. Malipo ya faini humaanisha hatia ya kutofanya kibali upya na utakuwa na  recordi ya uhalifu. Uliza wakili wako akusaidie kama una sababu inayoeleweka ya kuchelewa .RRO afisa atakupa faini na atakwambia  penye utailipia. Haizidi  R1000. Kama hivyo , ona wakili. gogengesha upya kibali  aple uliomba hadhi. Mwanga : Viibali  havifanywe upya moja kwa moja."
sw,Kugongesha Kibali Upya,Kibali iliyopotea,Je umepoteza kibali? Andika  kauli au  hati ya kiapo kituoni cha polisi. Peana kauli na nakala ya kibali (kama unaweza) kwa RRO. Mwanga : kibali kiki potea ni vigumu  kupata tena. Thibitishwa nakala na uziweke salama. Kumbuka faili namba za kibali na kesi namba.
sw,Kugongesha Kibali Upya,Vibali vya kukaa nchini muda mrefu,Mkimbizi anayo tambulika huwezi omba makaazi ya kidumu. Lazima uishi SA zaidi ya miaka 5 mbichi. Shauri uhamaji 2002 kwa maelezo zaidi ya ombi maazi ya kidumu. Ni muhimu kuwa na cheti cha  Standing Committee for Refugee Affairs (SCRA) ya kuamba muda usio julikana.
sw,Kugongesha Kibali Upya,Mombi,"Baada ya miaka 5  kuwa na hadhi ya ukimbizi, unaweza omba kibali cha kukaa muda mrefu .Jaza fomu ya kuomba cheti  kwa SCRA  kinahakikisha  kama utakuwa kimbizi kwa milele. Unaweza uliza washauri wa kisheria kama LHR usaidizi. Hii inaweza chukua mwaka moja. Alafu peleka cheti cha SCRA na hati maalum zinahitajiwa na ofisi ya uhamaji ya  DHA  (sio RRO) Mwanga: Wakimbizi hawafai kulipa kuomba kibali cha kukaa mdu mrefu."
fr,Securite & Relocation,Relocation,"Quequesfois, le HCR aide les refugies d'aller d'un liau an un autre (relocation). Il y en a 4 options: reinstallation, relocation interne, rapatriement volontaire, le regroupement familiale. Relocation ne fait pas partie du processus d'asyle, il n'y a que les cas exceptionnels pour les refugies reconnues comme tels par le HCR apres avoir indentifer le besoin de protection. Le HCR les intervewera pour le statut et son resultats peuvent etre differents de ceux du DHA.
"
fr,Securite & Relocation,Reinstallation,"La reinstallation est un movement assiste d' un refugie avec sa famille d' un pays a un autre.Ces sont des cas exceptionnels lorsque les officiers de RSA ne peuvent pas securiser les refugies affectes. les problemes generaux comme crime, xenophobie en RSA ne sont pas les criters de reinstallation. Le HCR va vous installer dans un endroit durable en RSA avant la consideration de la reinstallation."
fr,Securite & Relocation,Criteres,"Si les officiers de RSA ne peuvent pas securiser les refugies affectes en RSA, alors l'option de la reinstallation est consideree. Demander un avocat si vous sentez dans une de ces 4 options de relocation.  Le HCR va vous installer dans un endroit durable en RSA avant proceder au reinstallation."
fr,Securite & Relocation,Demande,"Veuillez prendre les rendez-vous les lundis au HCR. Ils consultent les mardis et jeudis. Le HCR votre cas pour voir si vous en etes eligibles.Le HCR vous repond par ecrit si le resultat est negative.Si le HCR decide positivement sur votre demande, il consultera un 3ieme pays pour revoir votre demande.Le 3ieme pays vous interviewra s' il est d' accord pour votre reinstallation, on pourra vous faire l'internview au nouveau pays d'acceuil et vous irez pour un examen medical.Le processus peut duree 1-2 ans."
fr,Securite & Relocation,Relocation en RSA,"La relocation interne est un mouvement du refugie et sa famille en RSA pour la protection.Dans des cas exceptionnels vous pouvez etre avoir une relocation pour avoir acces facile au HCR; le process est presque similaire au reinstallation, vous ne pouvez pas postuler simplement pour le transport. Si le HCR approuve votre demande, il vous trouve un lieu approprie. Lr HCR payera le transport, loyer et service necessaires temporaires."
fr,Securite & Relocation,Rapatriement,"Le rapatriement volontaire: Une decision personnelle par un refugie / ou demandeur d'asyle de rentrer dans son pays d'origine . Prenez le formulaire de la demande  au HCR, LHR, Wits ou UCT law Clinics.Vous passerez un interview devant l'avocat qui confirmera que l'information sur le formulaire est correcte. Votre formulaire sera envoye avec une recommandation au HCR ou IOM qui decidera et preparera votre retour.Caonseil: Vous perdez votre statut de refugie a votre retour au pays natal."
fr,Securite & Relocation,Reunification,"Vous pouvez demander a votre famille de vous rejoindre en RSA, ou de les rejoindre dans un autre pays.Dans des cas exceptionels,  le HCR peut vous assister avec le transport. UCT law clinic, LHR ou JRS, peuvent vous aider avec la demande.Conseil: La demande de la reunification familiale est faite au DHA a la RRO"
fr,Securite & Relocation,Tracer la famille,"The SARCS, ICRC & HCR assistent avec le tracement et reunification des familles et avec la protection des enfants lors du processus. La Croix Rouge aide a reunir les enfants non-accompagnes, sepaes et les paresonnes agees et autres. Donnez toujours assez de details sur la personne perdue, raisons de la separation etc Consulez la Croix Rouge et Croissant Rouge pour voir si la personne est reinstallee. Retrouver la personne perdue, depend de l' info & l' accessibilite de son emplacement.Les conflits armes/naturels at autres desastres peuvent ralentir le processus."
so,amaanka ama dib u dajinta,dibudajinta,"Mararka  hayada qaxootiga aduunka waxay waxaycaawisaa qaxoootiga si ay meel uga kaxayso. U dajiso ama dib u dajin waaana afar nooc/4 1 dib u dakin wadanka gudihiisa ah 2dib u celin. Qoys dib u dajintu maaha nooc ka mida magan. Hawlo u gaara hayada qaxootiga, aduunka taas oo lagu xaalada  iyo  aduunka."
so,amaanka ama dib u dajinta,magangaliyada wadan sadexaad,Dib u dajintu wa caawin qaxooti iyada ama isaga badhaha. Qoyska sida ninka ama naagta/ciyaalka oo kale wana la xidhidhi kisas la aqbalay. hadii SA  qaxootiga wadanka  waana dhibaata guud o. Wadanka dhan ama jinsi mana khusayso codsiga  dib u dajinta aduunka waxay isku in ay kwarato bayada inta ayna dib u dajinta.
so,amaanka ama dib u dajinta,shuruudaha,hadii ayna amaan ahayn wadanka SA. Qaxootiga SA waan laga codsado.  Si cawin loga helo waxad haysta 4 nooc oo dib u jin ah danbiga SA ama jinsi nacaybka ama shaqo la aanta kuwaas looma codsan karo dib u dajin hayada  qaxootiga aduunka waxay isku dayda cimiri dheer bayada in ayna go aansan dib u dajinta.
so,amaanka ama dib u dajinta,codsiga,"utag UNHCR doo balanka qabsanaya malinka isniinta, unhcr waxay lakulantaa qaxootiga maalinka taladada ah, unhcr waxay fiirindoontaa codsigaaga haday codsigaaga kuqanacdo waxay kuu gudbin wadan sadexaad hadii wadankaasi kuqanco in lagu siiyo degenaansho waxaad mari maraanmar kale waxana maridoontaa caafimaad, wakhtiga waxa laga yaabaa inay 1-ilaa 2 sano qaadato. "
so,amaanka ama dib u dajinta,dib u dajinta k.afrika,"dib u dajinta caalamiga ah waa kaxayn qaxooti iaga iyo qoysas koda SA.  Xalada  karo u dhawdahay in  aad hesho nolol ka fiican hayada q, aduunka  qaabka dib  tusale ma codsan kartid baabur raac hadaba.hadii aad  tahay dib u dajin gudaha ah  kuu radin meel  aman ah lgaadhi raca way kaa cawin karaan."
so,amaanka ama dib u dajinta,celinta,"Dib celinta iskeeda waa marka qaxootigu  goosto in uu noqdo gurigiisa.  Foomka codsiga h,q, aduunka,ama sharciyaqanda.u ,x, adamaha waxay kula karaan su aalo t sharciya. Xaqiijiso akhbaaratada waxana dib loogu dirayaa taloyinka unhcr/HQA ama IOM/HSA iyagana ka go aan gadhi doona talooyinka aad ku noqon"
so,amaanka ama dib u dajinta,dib u midaynta,Hadii ad is waydeen xubno qoyskaga ka mida ah intii qaxaysay. Kugu la noolan karaan halka aad jogto xaalada la aqbali karo unhcr/HQD waxay kaa caawin karaan safarka si ad u codsato la xidhiidh/HTL/UCTM\ama a qaxootiga waana in aad codsiga ka soo bilowdo waxda sharciyada gar ahan xafiiska qabilada qxootiga.
so,amaanka ama dib u dajinta,raadka qoysaska,hayada lanqayrta cas SA. Sidoo kale HQ ADUUNKA WAXAY KAA CAWINAYAAN dib u midaynta qoysaska  difaaca ciyaalka.  Nadaanka  kuu caawin karto hayada.  Xidhiidh u qofka iyo qoyskiisa sida in  meel uu kala xidhiidho.  Shaqadoodu  qof meeshee ugu danbaysay cida halka laga heli karo hawlaha.
sw,Usalama&Kuhamishwa,Kuhamishwa,"Mara nyingine UNHCR huhamisha  wakimibizi. Kuna aina 4 za chaguo: kupelekwa nchi nyingine, .Kuhamishwa nchini , Kurudi kwao na kuunganisha familia. Kuhamishwa si mchakato wa kuomba ukimbizi, lakini kuna kesi muhimu tu zitashughulikiwa za wakimbizi pekee  ambao wanahitaji usalama. UNHCR itafanya mahojiano na matukio inaweza kuwa tofauti na mchakato wa DHA.."
sw,Usalama&Kuhamishwa,Kuwahamishwa,"Kuhamishwa ni usaidizi ya wakimbizi yeye/zake nyuklia famia (bwana/bibi na watoto) nchi ingine. Hii ni kesi kipekee,kama afisa SA hawezi linda wakimbizi SA. Shida ujumla kama uhalifu au xenophobia haikidhi kuhamishwa.UNHCR itasaidia na maazi kabla uamuzi wa kuhamishwa."
sw,Usalama&Kuhamishwa,Vigezo,"Kama serikali ya SA haipati  suluhisho salama kwa wale wakimbizi,  kisha itahitajika chaguzi la kuhamishwa .Mshauri wa kisheria atakusaidia kutambua kama umo katika yale makundi 4 ya kuahamishwa.Matatizo ka uhalifu , chuki didi ya wageni, Ukofevu wa kaz si sababu ya kuhamishwa.UNHCR  itajaribu kwanza kugeuza mazingira  kabla ya uamuzi wa kuhamishwa."
sw,Usalama&Kuhamishwa,Maombi,"Nenda UNHCR Jumatatu kufanya uteuzi. Mashauriano ni Jumanne na Alhamisi. UNHCR watakadiria  kesi yako na ukifaulu watakutimia barua. UNHCR wakiamua uhamaji ni muhimu, wataomba inchi nyingine iangalie ombi lako. Kama inchi ikikubali  kesi yako, utaanza tena mahojiano  na utaenda ukufanya chunguzi wa afya. Mchakato huweza kua miaka 1-2."
sw,Usalama&Kuhamishwa,Kuhamishwa ndani SA,"Uhamaji harakati ya wakimbizi/ukimbizi na familia SA,ulindaji. Kesi kipekee huweza pelekwa kwa UNHCR. Uhamaji na hanunua ni sawa na uhamaji. Huwezi omba usafiri. UNHCR  huthani unahitaji uhamaji,. Muda makaazi & umihimu inahitajika. UNHCR hupanga usafiri.Uhamishwaji  nchini ni harakati ya wakimbizi /  mwombaji wa ukimbizi & familia zao ndani ya SA , kwa madhumuni ya ulinzi. Katika hali ya kipekee unaweza kuhamishwa kwa upatikanaji bora wa UNHCR. Taratibu za ndani kuhamishwa ni sawa na kupelekwa nje . Huwezi kuomba tu kwa ajili ya usafiri . Kama UNHCR anadhani unahitaji kuhamishwa ndani, wao itabidi wapate eneo salama. Nyuma  na huduma muhimu wanaweza kutolewa kwa muda . UNHCR hupanga usafiri."
sw,Usalama&Kuhamishwa,Kuwarejesha makwao,"Kurejea kwao hiari ni wakati  wakimbizi waamuru weneyewe kurudi  kwao. Omba, lazima ujaze fomu UNHCR, LHR, Wits or UCT law Clinics. Utahojiwa na mwanasheria, Thibitisha taarifa iko kwenye fomu. Fomu yako itapekelekwa  UNHCR au IOM. Uamuzi utachukuliwa na utarudihwa nyumbani.Mwanga: Utapoteza hadhi yako ukitoka SA kwa kurejea kwako."
sw,Usalama&Kuhamishwa,Kuunganisha,"Ukipoteza mawalisiano na mtu wa familia njiani, unaweza kumomba akufuate SA. Unaweza kujiunga naye nchi nyingine. Chini ya mazingira UNHCR inaweza kukusaidia usafiri. Kuomba:  Pigia Law Clinicya UCT, LHR au Jesuit Refugee Services, watakusaida kuomba. Mwanga: kuunganisha familia hufanywa na  DHA katika ofisi ya  RRO."
sw,Usalama&Kuhamishwa,Kutafuta familia,"SARCS, ICRC & UNHCR husaidia kuunganisha familia na ulinzi wa watoto. Red Cross husaidia familia kuungana kama watoto waliyopotea,  wazee/vilema. Red Cross inatoaga  ujumbe ambao husaidia mawasialano na kuungana na familia kama ID na anuani binajulikana .Ni lazima utoe taarifa kamili kama ID ya mtu aliyopotea, sababu na mara ya mwisho ya kwasiliana naye.Kama mtu alipelekwa nchi nyingine ongea na Red Cross & Red Cressent. Kumpata mtu vinategemea maelezo ilitolewa.Vita/maafa ya  asili ivinaweza  kuchelewesha mchakato."
fr,Subventions sociales,Handicap,C' est une subvention sociale mensuelle temporaire ou permanente pour les refugiees qui ne peuvent pas pas travailler par suite d' un handicap mentale ou physique. Les parents / gardiens refugies d' un enfant avec infirmite en dessous de 18 ans peuvent faire une demande de subvention des soins de dependence.
fr,Subventions sociales,Famille d' acceuil,Parents adoptifs refugies peuvent faire la demande d' une subvention de famille d' acceuil au Dept.de Developement social.Un tribunal devra confirmer que vous etes parent adoptif. La subvention est generalement pour une periode de 2ans.
fr,Subventions sociales,Assistance sociale,L' assistance humanitaire est limitee au citoyens de RSA.Vous devriez faire la demande au SASSA rapproche de votre domicile.Chaque subvention exige differents documents a presenter.  
fr,Subventions sociales,Demande,Chaque subvention exige des differents documents a soumettre.Visitez le site internet de SASSA: www.sassa.gov.za ou appelez sur le 0800 60 1011.Aller au bureau de SASSa proche de votre domocile. 
fr,Subventions sociales,SASSA-EC/WC/NC,"EC: Imm. BKB, croisement des av. Fitzpatrick & Merino, Quigney; Tel: 043 707 6300; Email: GrantsEnquiriesEC@sassa.gov.za; NC: Imm. Du toitspan No95-97,AV/ DUToitspan, Kimberley Tel: 053 802 4900 Email: Grants EnquiriesNC@sassa.gov.za;WC: Golden Acre, AV/Adderly,CPT: Tel: 021 469 0200 Email: GrantsEnquiriesWC@sassa.gov.za"
fr,Subventions sociales,SASSA-GP/FS/KZN,"FS: Immeuble/African Life, No 75 AV/Andrews, FS,Tel: 051410080, Email: GrantsEnquiriesFS@sassa.gov.za; Gauteng: No 28  AV/Harrison,JHB,Tel: 0112418300 Email: GrantsEnquiriesGP@sassa.gov.za;KZN: No1 AV/Street, ZN; Tel; 0338463300; Email: GrantsEnquiriesKZN@sassa.gov.za"
fr,Subventions sociales,SASSA-NW/MP/LP,"MPUMALANGA: No 18 Av Ferreira,NLP, Tel: 013 754 9428 Email: GrantsEnquiriesMP@sassa.gov.za; NORTH WEST: Master Center,Industrial, Mafikeng. Tel: 018 388 0060 Email: GrantsEnquieriesNW@sassa.gov.za LIMPOPO: No 43 AV/Landros Mare, LP, Tel: 015 291 7400 Email: GrantsEnquiriesLIM@sassa.gov.za"
so,deeqda bulshada,laxaad  la aanta,tan ku meel gaadhka ah ama daganshaha ah waxay xaqiijinaysaa qaxootinimada kaas oon shaqayn karin marka loo fiiriyo xanun xaga maskaxda ah ama dhinaca jidhka ah sida laxaad la aan  sidoo kle ciyaalka ka yar 18 sano ayaa ka mida wayna codsan karaan
so,deeqda bulshada,ilaalinta waraqaha laysu diro,aqoonsiga qaxootinimo ee soo caydhinta waalidka waxay iska diwaan galin karaan waaxda arimaha bulshada iyo hormarinta si ay u codsadaan  daryeel xusuunow waa in ay maxkamad xaqiijiso in lagugu khasbay waxayna laguu balan qaadi karaa ilaa 2 sano wakhti ku eg
so,deeqda bulshada,gar gaarka bulshada,sadaqada bulshada ka timaada waa wax xadidan k afrika arimaha khuseeya waxay iinta waxaad u baahan tahay codsiga meesha kugu dhaw u aqoonsashada baahida sida saasa/sassa waxaanad iska diwaan galin kartaa mesha kugu dhaw adiga oo qadanaya dukumintiga aad haysato una gubi
so,deeqda bulshada,codsiga ,Xaqiijin kasta waxay u  bahantahy qeexid iyo cadaymo sharciyo ama cosiyo si laguu caawiyo. Waxaad booqata www.sassa.gov.za ama wac0800-60-10-11 waana in aad ka codsata saasa/sassa xafiiskeeda kugu dhaw.
so,deeqda bulshada,arimaha khuseeya hayada caydha bixisa  iyo kuwa lamidka ah,"EC: BKB Bui, corner of Fitzpatrick & Merino Road, Quigney; Tel: 043-707-6300; Email: GrantsEnquiriesEC@sassa.gov.za NC : Du Toitspan Building 95-97, Du Toitspan Road, Kimberley: Tel 053-802-4900 ; WC : Golden Acre, Adderley St, Cape Town Tel: 021-469-200; Email: GrantsEnquiriesWC@sassa.gov.za"
so,deeqda bulshada,arimaha khuseeya hayada tageera qaysaska danyarta ah mesha sida kuwasulu natala ,"FS: African Life Bui,75 St. Andrews Street, Bloemfontein Tel: 051-410-0804/5 Email: GrantsEnquiries@sassa.gov.za GAUTENG 28 Harrison St, Johannesburg Tel: 011-241-8300 Email: GrantsEnquiries@gov.za KWAZULU-NATAL 1 Bank St, Pietermaritburg Tel: 033-846-330 Email: GrantsEnquiriesKZN@sassa.gov.za"
so,deeqda bulshada,arimaha khuseeya hayada caydha bixisa  iyo kuwa lamidka ah gar ahan linboopo,"MPUMALANGA: 18 Ferreira St, Nelspruit. Tel: 013-754-9428 Email: GrantsEnquiriesMP@sassa.gov.za NORTH WEST: Master Centre Industrial, Mafikeng. Tel: 018-388-0060 Email: GrantsEnquiriesNW@sassa.gov.za LIMPOPO: 43 Landros Mare, Polokwane Tel: 015-291-7400 Email:  GrantsEnquiriesLIM@sassa.gov.za"
sw,Ruzuku ya jamii,Ulemavu,Msaada wa kila mwezi utakuwa wa muda au kudumu kwa wakimbizi wanajulikana ambao hawaezi fanya kazi kwa sababu ya ulemavyo. Wakimbizi wanatambulika kuwa walezi wa mtoto mlemavu chini ya miak 18  huweza omba utegemezi ruzuku.
sw,Ruzuku ya jamii,Ulezi huduma,Wakimbizi ambao  ni walezi wa watoto wanaweza omba Idara ya Maendelo ya Kijamii ruzuku ya walezi. Kumbuka: mahakama huthibitisha kama mzazi mlezi. Ruzuku huchukua kama miaka 2.
sw,Ruzuku ya jamii,Msaada ya kijamii,Msaada ya jamii hupewa raia wa SA na wakimbizi wanaojulikana. Omba  ofisini SASSA  karibu na we. Kila ruzuku inahitaji hati fulani.
sw,Ruzuku ya jamii,Maombi,Kila ruzuku inahitaji hati maalum. Tembelea South Africa Social Security Agency's website (www.sassa.gov.za) au pigia 0800-60-10-11. Omba SASSA kwenye ofisi ilio karibu na we.
sw,Ruzuku ya jamii,SASSA-EC/WC/NC,"EASTERN CAPE: BKB Bui, kona ya Fitzpatrick &Merino Road, Quigney; Tel: 043-707-6300; Email: GrantsEnquiriesEC@sassa.gov.za; NORTHERN CAPE: Du Toitspan Road, Kimberly: Tel 053-802-4900; Email: GrantsEnquiriesNC@sassa.gov.za; WESTERN CAPE: Adderley St, Cape Town: Tel: 021-469-0200; Email: GrantsEnquiriesWC@sassa.gov.za"
sw,Ruzuku ya jamii,SASSA-GP/FS/KZN,"FREE STATE African Life Building, 75 st. Andrews St, Bloemfotein. Tel 051-410-0804/5; Email: GrantsEnquiriesFS@sassa.gov.za GAUTENG: 28Harrison St, Johannesburg; Tel 011-241-8300; Email GrantEnquiriesGP@sassa.gov.za KWAZULU-NATAL: 1 Bank St, Pietemaritzburg Tel 033-846-3300 Email GantsEnquiriesKZN@sassa.gov.za"
sw,Ruzuku ya jamii,SASSA-NW/MP/LP,"MPUMALANGA: 18 Ferreira St, Nelspruit. Tel: 013-754-9428 Email: GrantsEnquiriesMP@sassa.gov.za NORTH WEST: Master Center, Industrial, Mafikeng. Tel: 018-388-0060 Email: GrantsEnquiriesNW@sassa.gov.za LIMPOPO: 43 Landros Mare, Polokwane. Tel: 015-291-7400 Email GrantsEnquiries."
fr,Apatridie,Risques,"Une personne sans document risque l' apatridie. Ex: Ne dans un pays etranger, mort ou abandon par vos parents, entree illegale dans un pays, metissage, perte de la carte de clinique ou enregistrement, vivre regulierement a cheval entre deux pays tres rapproches ou quand la loi ne permet pas une double nationalite."
